t,Ax,Ay,Az,wx,wy,wz,Bx,By,Bz,qw,qx,qy,qz
0.8896815776824951,-0.88,1.31,9.44,0.25,-0.50,0.13,21.50,-2.19,-42.50,-0.81,-0.04,-0.08,-0.58
1.2153635025024414,-0.90,1.35,9.41,0.13,0.63,0.00,21.88,-2.56,-42.38,-0.80,-0.03,-0.08,-0.59
1.5408101081848145,-0.89,1.30,9.44,-0.19,-0.75,0.25,21.19,-2.56,-42.75,-0.80,-0.03,-0.08,-0.60
1.8668863773345947,-0.91,1.31,9.44,-0.13,0.81,-0.19,21.19,-2.56,-42.75,-0.79,-0.03,-0.08,-0.60
2.1924760341644287,-0.89,1.33,9.42,0.31,-0.44,0.19,21.88,-2.56,-41.19,-0.79,-0.03,-0.08,-0.61
2.5188541412353516,-0.88,1.32,9.43,-0.19,0.44,0.00,21.88,-3.00,-42.75,-0.79,-0.03,-0.08,-0.61
2.8439645767211914,-0.88,1.31,9.44,0.19,-0.13,0.00,20.75,-3.00,-42.50,-0.79,-0.03,-0.08,-0.61
3.170351505279541,-0.90,1.32,9.45,0.13,0.06,0.00,22.25,-3.25,-43.19,-0.79,-0.03,-0.08,-0.61
3.4954164028167725,-0.87,1.34,9.42,0.00,-0.56,0.13,21.88,-3.69,-43.69,-0.79,-0.03,-0.08,-0.61
3.821120023727417,-0.92,1.30,9.37,-0.38,1.00,-0.31,22.25,-4.06,-42.50,-0.79,-0.03,-0.08,-0.61
4.145584583282471,-0.90,1.32,9.42,0.31,-1.31,0.31,23.00,-4.06,-42.06,-0.79,-0.03,-0.08,-0.61
4.475141286849976,-0.91,1.32,9.41,-0.25,0.94,-0.06,21.88,-3.69,-43.69,-0.79,-0.03,-0.08,-0.61
4.797520160675049,-0.90,1.31,9.44,0.00,-0.31,0.13,22.25,-4.06,-43.19,-0.79,-0.03,-0.08,-0.61
5.12443470954895,-0.90,1.30,9.43,0.06,-0.13,0.13,21.50,-4.06,-41.25,-0.79,-0.03,-0.08,-0.61
5.451041221618652,-0.89,1.32,9.43,0.00,0.63,-0.06,21.88,-4.75,-41.69,-0.78,-0.03,-0.08,-0.62
5.774487495422363,-0.88,1.32,9.41,-0.25,0.00,0.06,22.69,-4.75,-42.75,-0.76,-0.03,-0.08,-0.64
6.1037445068359375,-0.88,1.30,9.44,0.19,0.13,0.00,22.69,-4.75,-42.75,-0.76,-0.03,-0.08,-0.65
6.425804376602173,-0.89,1.33,9.42,0.38,0.19,0.06,23.00,-4.38,-42.38,-0.75,-0.03,-0.08,-0.66
6.749887943267822,-0.88,1.32,9.44,-0.19,-0.25,0.13,22.25,-5.56,-42.75,-0.74,-0.03,-0.08,-0.66
7.0761659145355225,-0.91,1.30,9.43,0.31,-0.19,0.06,21.88,-5.56,-41.19,-0.74,-0.03,-0.08,-0.67
7.403285503387451,-0.89,1.33,9.40,0.44,-0.25,0.06,22.25,-4.75,-41.25,-0.73,-0.03,-0.08,-0.67
7.727160453796387,-0.92,1.31,9.43,0.00,0.06,0.06,22.69,-6.25,-42.00,-0.73,-0.03,-0.08,-0.68
