t,Ax,Ay,Az,wx,wy,wz,Bx,By,Bz
180266.47067070007,3.12,-1.52,9.15,0.06,0.06,0.13,-6.56,-6.69,-52.25
180583.4403038025,3.14,-1.53,9.12,0.00,0.00,-0.06,-6.25,-6.69,-53.06
180902.26531028748,3.12,-1.52,9.12,-0.19,0.00,0.00,-6.25,-5.56,-52.69
181218.54829788208,3.14,-1.51,9.15,0.00,-0.13,0.00,-7.00,-6.25,-51.50
181535.87865829468,3.12,-1.51,9.14,-0.06,0.00,0.00,-5.88,-5.56,-52.69
181854.81905937195,3.13,-1.53,9.13,0.19,-0.06,0.19,-6.25,-6.69,-51.50
182171.41723632812,3.11,-1.50,9.13,0.06,-0.19,0.06,-5.56,-7.38,-52.69
182488.54398727417,3.12,-1.50,9.14,-0.06,-0.06,-0.13,-6.56,-7.38,-52.25
182806.94198608398,3.11,-1.50,9.15,0.00,0.13,0.00,-5.88,-5.88,-52.25
183122.95579910278,3.12,-1.51,9.15,0.06,0.25,0.00,-5.88,-6.25,-52.69
183440.49525260925,3.13,-1.48,9.13,0.06,-0.06,-0.06,-6.56,-7.38,-52.69
183759.64260101318,3.11,-1.49,9.10,-0.06,0.06,-0.13,-6.25,-5.88,-51.88
184076.50113105774,3.12,-1.52,9.16,-0.13,-0.06,-0.06,-6.25,-4.88,-53.88
184392.97652244568,3.11,-1.53,9.14,0.00,-0.06,0.00,-7.00,-4.88,-52.25
184711.59386634827,3.13,-1.51,9.12,0.00,0.06,-0.06,-7.00,-8.19,-52.69
185029.04534339905,3.10,-1.53,9.17,0.13,-0.13,0.06,-6.56,-6.69,-53.06
185345.73364257812,3.12,-1.52,9.16,0.13,0.06,-0.06,-7.75,-7.38,-52.69
185664.28565979004,3.11,-1.52,9.14,0.00,0.00,0.06,-6.56,-5.88,-52.69
185980.39841651917,3.13,-1.51,9.12,0.06,0.19,0.00,-5.88,-6.25,-51.88
186296.54693603516,3.11,-1.50,9.12,-0.13,0.00,0.00,-6.56,-5.56,-53.06
186616.01758003235,3.11,-1.53,9.10,0.00,0.00,-0.13,-5.56,-6.25,-53.38
186932.45935440063,3.12,-1.51,9.12,0.00,0.06,-0.06,-5.56,-5.56,-53.06
187249.62329864502,3.11,-1.51,9.13,0.00,0.06,-0.06,-6.56,-6.69,-52.69
187568.6538219452,3.11,-1.50,9.13,-0.06,0.06,-0.13,-5.88,-7.38,-51.88
187884.8102092743,3.11,-1.52,9.15,0.00,0.06,0.00,-6.25,-6.25,-53.38
188202.21710205078,3.12,-1.52,9.13,-0.06,0.00,0.00,-5.88,-6.25,-51.88
188520.28107643127,3.12,-1.51,9.12,-0.06,0.00,0.13,-6.56,-5.88,-53.38
188837.4466896057,3.11,-1.53,9.13,-0.06,0.00,0.13,-7.00,-5.88,-52.69
189154.38055992126,3.13,-1.50,9.14,0.00,0.06,-0.06,-6.25,-5.88,-51.88
189473.33359718323,3.12,-1.51,9.12,0.00,0.06,-0.13,-5.88,-6.25,-52.69
189789.4721031189,3.10,-1.51,9.17,-0.13,0.13,0.00,-7.00,-7.38,-51.06
190106.67181015015,3.12,-1.51,9.15,-0.06,-0.13,0.00,-6.56,-6.25,-51.88
190425.3499507904,3.12,-1.51,9.14,-0.06,0.13,0.13,-7.00,-6.69,-52.69
190742.2513961792,3.11,-1.51,9.13,0.00,-0.06,-0.13,-6.56,-5.56,-52.69
191059.27801132202,3.11,-1.53,9.11,0.13,0.06,0.06,-6.56,-5.88,-51.50
191378.06129455566,3.12,-1.53,9.12,-0.06,0.13,0.00,-5.88,-7.06,-52.69
191694.3507194519,3.13,-1.50,9.13,0.00,0.13,0.06,-5.88,-7.06,-51.50
192011.2509727478,3.12,-1.51,9.15,0.00,-0.06,0.13,-6.56,-6.69,-52.25
192329.83016967773,3.11,-1.52,9.12,0.06,0.06,0.00,-6.25,-5.56,-53.06
192646.6338634491,3.12,-1.51,9.14,0.00,0.00,0.00,-5.88,-6.69,-53.38
192963.3276462555,3.12,-1.51,9.13,0.00,0.06,0.06,-6.25,-6.69,-52.69
193281.977891922,3.12,-1.52,9.15,0.00,0.06,0.00,-5.88,-5.56,-52.69
193598.8485813141,3.12,-1.53,9.15,-0.06,0.06,0.00,-6.25,-7.38,-52.25
193915.0848388672,3.11,-1.50,9.13,0.06,0.00,0.00,-5.88,-7.06,-53.06
194234.0726852417,3.12,-1.51,9.14,-0.06,0.06,0.06,-5.56,-6.25,-52.25
194551.6357421875,3.12,-1.50,9.14,-0.13,0.13,-0.06,-6.25,-4.88,-52.69
194868.39079856873,3.10,-1.52,9.16,-0.13,0.06,0.00,-6.25,-6.69,-52.69
195187.0813369751,3.12,-1.51,9.13,0.13,0.13,-0.06,-5.88,-5.56,-51.88
195504.4779777527,3.11,-1.52,9.18,0.00,0.06,0.06,-5.88,-5.88,-52.69
195820.82271575928,3.09,-1.50,9.13,0.00,0.00,0.13,-6.56,-7.38,-52.69
196139.6713256836,3.11,-1.52,9.14,-0.13,-0.06,-0.13,-6.25,-5.88,-52.69
196456.83193206787,3.09,-1.50,9.16,0.00,0.06,0.00,-6.56,-7.06,-51.06
196773.70643615723,3.12,-1.49,9.14,0.06,0.00,-0.13,-7.00,-5.25,-53.06
197092.182636261,3.09,-1.51,9.09,-0.13,0.13,-0.13,-5.88,-5.88,-52.25
197409.5859527588,3.11,-1.51,9.12,-0.06,0.13,-0.13,-6.56,-5.56,-51.88
197726.98950767517,3.11,-1.51,9.12,0.00,0.13,0.06,-7.00,-6.69,-52.25
198044.82865333557,3.12,-1.50,9.14,-0.06,0.13,-0.19,-6.25,-5.88,-52.25
198363.83438110352,3.10,-1.51,9.15,0.00,0.06,-0.13,-6.56,-4.88,-53.06
198682.22832679749,3.09,-1.51,9.13,-0.06,0.00,-0.06,-5.88,-5.88,-52.25
199000.36644935608,3.12,-1.51,9.14,0.06,-0.06,0.00,-6.25,-5.56,-51.88
199317.81029701233,3.10,-1.51,9.15,-0.06,0.00,0.13,-6.25,-6.25,-51.88
199637.66193389893,3.10,-1.51,9.18,-0.06,-0.19,-0.06,-6.25,-5.88,-51.88
199957.33523368835,3.09,-1.50,9.15,0.06,0.06,0.00,-5.88,-6.25,-51.88
200276.7083644867,3.11,-1.51,9.17,0.06,0.19,0.00,-6.25,-6.69,-51.50
200593.26028823853,3.09,-1.51,9.12,0.00,0.00,0.00,-6.25,-6.69,-52.25
200911.80229187012,3.07,-1.46,9.00,-0.06,0.19,-0.06,-6.25,-5.88,-53.06
201231.0860157013,3.11,-1.49,9.15,-0.06,0.00,0.00,-6.25,-6.25,-51.88
201550.71425437927,3.12,-1.52,9.11,0.00,0.00,-0.13,-6.25,-5.56,-53.06
201867.5229549408,3.09,-1.50,9.15,-0.06,-0.06,0.06,-5.56,-7.06,-54.56
202185.41955947876,3.09,-1.50,9.17,-0.13,-0.13,0.06,-5.88,-6.69,-52.25
202504.51064109802,3.09,-1.49,9.12,0.06,0.00,0.06,-5.88,-6.69,-53.06
202820.93477249146,3.09,-1.51,9.16,0.13,-0.06,0.00,-6.25,-7.06,-51.06
203138.03911209106,3.09,-1.53,9.16,0.06,0.06,-0.06,-6.25,-5.25,-52.69
203457.43989944458,3.09,-1.52,9.14,-0.06,0.00,-0.06,-6.56,-6.25,-53.50
203773.5936641693,3.11,-1.51,9.15,0.00,0.13,0.00,-5.56,-6.69,-53.50
204090.76404571533,3.09,-1.52,9.15,0.06,0.06,0.06,-6.25,-6.69,-53.88
204409.23953056335,3.12,-1.49,9.13,0.00,0.06,0.06,-6.25,-7.06,-51.50
204726.20487213135,3.11,-1.52,9.17,-0.06,-0.06,-0.13,-6.25,-5.56,-52.69
205043.7388420105,3.11,-1.48,9.14,-0.06,0.06,-0.06,-6.25,-6.69,-52.69
205361.64021492004,3.08,-1.50,9.12,-0.06,0.13,0.06,-6.25,-7.38,-51.88
205679.66747283936,3.09,-1.47,9.14,0.00,-0.06,0.06,-5.88,-6.69,-52.25
205997.06745147705,3.10,-1.50,9.16,0.06,-0.06,0.00,-5.88,-4.50,-53.50
206315.1307106018,3.09,-1.48,9.14,-0.06,-0.13,-0.13,-5.88,-6.25,-52.69
206633.30554962158,3.08,-1.50,9.16,0.06,-0.06,0.06,-6.56,-7.06,-53.50
206952.0242214203,3.09,-1.50,9.17,0.00,0.13,-0.13,-6.25,-6.25,-53.06
207269.44303512573,3.11,-1.49,9.13,-0.06,0.00,0.00,-5.56,-5.88,-52.25
207588.06204795837,3.08,-1.50,9.14,-0.13,0.06,0.06,-6.56,-6.25,-53.06
207907.20915794373,3.11,-1.50,9.16,-0.13,0.19,0.00,-6.56,-7.06,-53.06
208227.05817222595,3.06,-1.53,9.16,0.00,0.06,-0.13,-5.88,-6.69,-51.88
208545.62902450562,3.10,-1.50,9.18,0.00,0.06,-0.25,-6.56,-7.06,-52.25
208861.61947250366,3.09,-1.48,9.13,0.00,-0.06,0.00,-5.88,-6.25,-52.25
209180.72724342346,3.08,-1.50,9.13,0.00,-0.13,0.00,-6.25,-5.25,-52.69
209500.17309188843,3.06,-1.50,9.15,0.06,0.00,0.00,-5.88,-5.88,-52.69
209818.7861442566,3.09,-1.50,9.15,0.06,0.00,0.06,-5.56,-5.88,-52.69
210135.9076499939,3.08,-1.48,9.15,0.00,0.00,-0.06,-6.25,-5.56,-52.25
210453.74536514282,3.09,-1.51,9.17,0.00,0.00,0.06,-5.56,-6.69,-52.69
210773.88262748718,3.06,-1.48,9.17,-0.06,-0.13,-0.06,-5.56,-7.06,-53.06
211090.5466079712,3.08,-1.50,9.15,0.00,0.13,-0.06,-6.56,-5.88,-53.06
211407.47380256653,3.08,-1.48,9.16,0.06,0.00,0.06,-5.88,-5.88,-53.06
211726.28092765808,3.07,-1.50,9.14,-0.19,0.00,0.06,-6.25,-6.25,-52.69
212043.43342781067,3.07,-1.50,9.15,-0.19,0.13,0.06,-6.25,-6.69,-51.88
212359.58886146545,3.09,-1.51,9.16,0.06,0.06,0.06,-7.00,-5.25,-51.88
212678.73525619507,3.08,-1.49,9.13,0.06,0.06,0.00,-6.56,-7.06,-52.25
212995.71776390076,3.09,-1.51,9.16,-0.06,-0.13,0.06,-5.56,-7.06,-53.06
213312.748670578,3.04,-1.51,9.16,0.06,0.06,-0.06,-5.88,-5.88,-52.25
213631.57391548157,3.07,-1.50,9.14,0.19,-0.06,0.00,-5.88,-5.88,-53.06
213948.55618476868,3.07,-1.49,9.15,0.00,-0.19,0.06,-6.56,-5.88,-52.69
214264.6245956421,3.07,-1.49,9.15,0.00,0.00,0.00,-5.88,-7.06,-53.06
214583.3683013916,3.07,-1.50,9.16,-0.06,0.13,0.06,-6.25,-6.69,-52.25
214900.90417861938,3.07,-1.49,9.14,0.13,0.13,-0.13,-6.25,-5.88,-52.25
215217.67663955688,3.08,-1.49,9.14,0.06,-0.25,0.00,-6.25,-6.69,-52.25
215535.57896614075,3.07,-1.48,9.13,0.06,0.13,0.19,-5.88,-6.25,-52.25
215853.08289527893,3.07,-1.51,9.16,0.06,-0.19,0.13,-6.56,-7.06,-51.50
216169.55161094666,3.08,-1.48,9.15,0.13,-0.19,0.00,-5.88,-5.88,-52.25
216488.205909729,3.05,-1.50,9.12,0.00,-0.13,0.06,-6.25,-6.69,-53.50
216805.91464042664,3.06,-1.49,9.17,0.00,0.00,0.06,-5.88,-5.56,-52.69
217122.2779750824,3.09,-1.48,9.16,0.06,-0.19,0.00,-6.56,-5.88,-51.88
217440.5779838562,3.09,-1.49,9.14,0.00,0.00,-0.19,-6.25,-5.88,-52.69
217757.05075263977,3.07,-1.49,9.17,0.06,0.25,0.00,-6.56,-6.25,-51.06
218074.41759109497,3.07,-1.49,9.18,0.00,-0.06,0.13,-5.88,-7.38,-52.69
218393.03278923035,3.08,-1.49,9.18,0.00,0.19,-0.06,-6.25,-6.25,-52.25
218710.58750152588,3.07,-1.47,9.17,0.00,0.13,-0.06,-6.25,-6.69,-52.69
219026.98254585266,3.06,-1.48,9.17,-0.13,0.06,0.00,-6.56,-7.38,-53.50
219345.84712982178,3.07,-1.49,9.16,0.06,-0.13,0.06,-5.56,-5.25,-51.88
219662.0020866394,3.06,-1.49,9.15,0.00,0.00,0.00,-6.25,-5.88,-52.25
219979.8038005829,3.06,-1.49,9.17,-0.06,-0.25,-0.19,-5.56,-6.69,-51.50
220297.3849773407,3.06,-1.47,9.14,0.06,-0.06,0.00,-6.25,-5.56,-53.06
220615.25416374207,3.04,-1.48,9.15,-0.06,-0.06,0.00,-6.25,-4.50,-52.25
220932.41357803345,3.06,-1.49,9.20,0.00,-0.06,-0.06,-5.88,-6.69,-51.88
221250.10704994202,3.06,-1.48,9.17,0.00,-0.13,0.06,-6.56,-6.25,-51.50
221567.2914981842,3.06,-1.47,9.17,0.06,0.13,0.06,-6.25,-6.69,-53.06
221884.97400283813,3.05,-1.48,9.17,0.00,0.00,0.06,-5.88,-6.25,-53.06
222202.48317718506,3.05,-1.50,9.16,-0.06,0.00,0.06,-6.25,-7.06,-52.69
222520.71976661682,3.06,-1.49,9.17,0.00,-0.13,0.00,-5.56,-7.06,-51.88
222839.28418159485,3.03,-1.50,9.19,-0.13,0.06,0.00,-5.56,-5.25,-51.88
223155.88092803955,3.05,-1.50,9.18,0.13,-0.06,0.13,-5.56,-7.06,-52.25
223473.84333610535,3.05,-1.48,9.16,0.00,0.06,0.00,-6.25,-6.25,-52.25
223793.00904273987,3.07,-1.50,9.16,0.00,0.13,0.00,-5.88,-5.88,-52.69
224110.8100414276,3.06,-1.49,9.17,0.13,0.00,0.06,-6.25,-5.88,-53.06
224427.28757858276,3.04,-1.52,9.13,0.50,0.69,0.00,-6.56,-6.25,-53.50
224747.48301506042,2.99,-1.49,9.21,0.31,0.94,-0.06,-5.56,-6.69,-53.06
225067.31915473938,3.03,-1.45,9.24,-0.13,0.56,0.19,-5.88,-5.88,-51.88
225385.33282279968,3.00,-1.53,9.28,0.00,0.13,0.06,-6.25,-7.06,-52.25
225702.36229896545,3.01,-1.43,9.18,0.44,-0.25,1.19,-3.50,-3.38,-31.50
226021.18825912476,2.95,-1.49,9.20,-0.50,-0.88,-0.13,-3.75,-3.38,-32.56
226340.4769897461,3.00,-1.47,9.18,0.00,-0.19,0.19,-3.69,-4.56,-33.25
226659.5778465271,3.01,-1.50,9.17,0.00,0.00,-0.13,-3.38,-3.75,-32.88
226976.48525238037,3.00,-1.41,9.18,6.44,-2.69,17.00,-3.69,-3.75,-32.75
227293.56384277344,3.12,-1.49,9.46,6.06,-3.81,16.81,-9.50,-4.69,-31.19
227613.64769935608,3.00,-1.49,9.18,0.25,0.25,0.00,-13.19,-5.50,-29.50
227929.80480194092,2.91,-1.48,9.16,-1.56,-3.56,0.00,-13.19,-5.88,-31.06
228247.50566482544,3.49,-1.79,8.98,-11.19,-14.06,-7.31,-14.88,-6.25,-28.88
228566.5681362152,3.49,-1.79,8.98,-11.19,-14.06,4,-16.00,-5.75,-26.19
228883.76593589783,3.49,-1.79,8.98,-11.19,-14.06,9,-15.19,-6.56,-28.56
229201.02047920227,3.49,-1.79,8.98,-11.19,-14.06,,-17.25,-4.69,-27.19
229519.56748962402,1.66,-1.07,9.30,6.38,17.25,-0.56,-16.25,-5.75,-29.25
229838.19365501404,1.66,-1.07,9.30,6.38,17.25,-0.06,-15.50,-6.38,-28.56
230156.9275856018,2.59,-1.30,9.36,-0.13,-0.31,0.06,-15.50,-5.69,-27.38
230473.7937450409,2.58,-1.31,9.36,-0.13,-0.31,-0.06,-15.88,-6.38,-28.56
230791.31722450256,2.58,-1.30,9.38,-0.06,-0.31,0.00,-15.50,-4.88,-29.00
231111.483335495,2.63,-1.30,9.36,1.13,2.56,0.00,-15.50,-5.25,-29.00
231429.5690059662,2.57,-1.30,9.35,-0.13,-0.56,0.13,-15.69,-5.56,-27.50
231747.18379974365,2.55,-1.29,9.34,-0.31,-0.88,0.06,-15.25,-5.88,-27.38
232065.33288955688,2.55,-1.29,9.37,0.19,0.31,-0.06,-15.69,-5.06,-27.00
232385.24293899536,2.59,-1.34,9.37,0.06,0.06,0.00,-9.25,-2.56,-53.06
232704.66899871826,2.57,-1.31,9.37,0.00,0.00,-0.06,-7.75,-2.56,-54.69
233659.37161445618,2.58,-1.34,9.36,-0.06,-0.06,0.06,-8.50,-2.25,-54.25
233979.09140586853,2.58,-1.34,9.36,-0.06,-0.06,0.,-10.00,-2.56,-53.50
234295.9921360016,2.59,-1.30,9.36,0.00,0.06,-0.06,-9.25,-3.75,-53.50
234612.82086372375,2.55,-1.31,9.37,0.06,0.00,0.06,-8.88,-3.75,-52.25
234932.14678764343,2.58,-1.30,9.32,-0.06,0.00,-0.06,-8.88,-3.00,-52.25
236200.43110847473,2.59,-1.28,9.36,0.06,0.13,0.06,-9.25,-3.00,-53.06
237154.0231704712,2.59,-1.31,9.38,0.00,0.19,-0.1,-8.88,-2.56,-53.50
237470.8251953125,2.59,-1.31,9.38,0.00,0.19,-0.106,-8.88,-2.25,-53.06
237789.57056999207,2.57,-1.30,9.34,0.00,0.00,-0.06,-8.88,-3.38,-52.25
238106.60552978516,2.59,-1.30,9.34,-0.13,-0.06,0.00,-8.50,-3.38,-52.25
238423.02560806274,2.58,-1.30,9.35,0.13,0.06,-0.06,-8.50,-2.56,-53.06
238741.8510913849,2.60,-1.30,9.34,0.06,-0.06,-0.06,-9.25,-2.56,-52.75
239058.9427947998,2.60,-1.30,9.36,0.06,-0.13,0.00,-8.88,-3.00,-53.50
239375.57554244995,2.58,-1.31,9.33,0.00,0.00,0.00,-8.88,-3.38,-53.50
239696.9563961029,2.58,-1.30,9.36,0.13,0.00,0.00,-8.06,-3.38,-53.88
240011.11555099487,2.59,-1.30,9.37,-0.06,-0.06,0.06,-9.25,-3.38,-52.69
240328.26828956604,2.59,-1.29,9.36,-0.06,0.19,-0.06,-9.25,-3.00,-53.06
240646.41904830933,2.59,-1.31,9.34,0.06,-0.13,0.13,-9.25,-3.75,-53.06
240964.56718444824,2.57,-1.30,9.36,0.00,-0.19,-0.06,-8.88,-1.88,-52.69
241280.25031089783,2.59,-1.31,9.37,-0.13,0.00,-0.06,-8.88,-3.38,-53.88
241599.4794368744,2.59,-1.30,9.33,-0.06,0.00,-0.13,-8.88,-3.00,-52.69
241916.56589508057,2.59,-1.30,9.33,0.06,0.06,0.00,-8.50,-2.25,-54.56
242233.68215560913,2.58,-1.31,9.38,0.06,-0.13,0.13,-8.50,-2.25,-53.88
242551.353931427,2.56,-1.30,9.33,0.06,0.19,0.00,-8.50,-2.56,-52.25
242868.65425109863,2.59,-1.28,9.36,-0.06,0.25,0.06,-8.50,-2.56,-53.88
243185.25505065918,2.59,-1.31,9.35,-0.19,0.19,0.06,-8.88,-3.75,-52.25
243503.74746322632,2.57,-1.33,9.35,0.00,0.13,0.06,-8.50,-4.06,-53.06
243820.5065727234,2.57,-1.28,9.33,-0.13,-0.13,0.13,-8.06,-3.00,-52.69
244136.9559764862,2.58,-1.31,9.38,0.06,0.25,0.06,-8.50,-3.00,-54.25
244455.63006401062,2.57,-1.30,9.30,0.06,0.38,0.06,-8.50,-3.38,-53.50
244772.7324962616,2.56,-1.32,9.35,-0.06,0.00,-0.06,-8.88,-3.75,-52.69
245089.53261375427,2.56,-1.31,9.36,0.00,-0.19,0.06,-9.25,-2.25,-52.69
245407.86862373352,2.58,-1.31,9.33,0.06,0.19,0.06,-9.25,-3.00,-52.69
245724.933385849,2.58,-1.30,9.36,-0.06,0.06,-0.06,-9.25,-3.38,-52.25
246041.70775413513,2.59,-1.31,9.37,-0.06,0.19,0.00,-8.06,-2.56,-52.25
246361.28067970276,2.59,-1.32,9.36,-0.06,-0.06,0.00,-8.06,-3.75,-52.69
246678.23958396912,2.59,-1.32,9.36,0.00,-0.06,0.13,-8.06,-2.25,-52.25
246994.76289749146,2.57,-1.30,9.35,-0.06,0.06,-0.06,-8.88,-3.75,-52.69
247313.5905265808,2.59,-1.30,9.33,-0.06,0.13,0.06,-9.25,-3.38,-53.06
247629.8325061798,2.58,-1.30,9.37,-0.06,0.06,0.06,-8.06,-3.00,-53.06
247946.98429107666,2.58,-1.32,9.36,-0.13,-0.31,-0.06,-8.88,-2.25,-53.50
248264.85967636108,2.57,-1.31,9.35,0.06,0.00,0.06,-8.50,-3.75,-51.56
248583.38284492493,2.58,-1.30,9.38,-0.13,-0.13,-0.06,-8.50,-3.00,-52.25
248900.10929107666,2.59,-1.31,9.35,-0.06,0.00,-0.06,-8.06,-3.75,-52.75
249217.83661842346,2.57,-1.31,9.34,0.00,-0.13,0.06,-8.88,-3.00,-54.25
249534.89661216736,2.61,-1.30,9.36,-0.13,-0.06,0.00,-8.88,-3.00,-53.88
249851.2110710144,2.58,-1.30,9.36,0.00,0.00,0.00,-8.06,-3.38,-53.88
250169.86298561096,2.58,-1.31,9.35,0.00,-0.13,-0.06,-8.50,-2.25,-53.06
250487.33925819397,2.60,-1.31,9.36,0.00,-0.13,-0.06,-8.50,-2.25,-53.88
250803.75933647156,2.58,-1.31,9.33,0.00,0.00,0.13,-8.50,-3.00,-53.50
251123.04210662842,2.58,-1.31,9.37,-0.06,-0.06,-0.06,-8.06,-3.38,-53.06
251439.88871574402,2.58,-1.32,9.36,-0.13,0.06,0.06,-8.88,-2.56,-53.50
251757.18355178833,2.57,-1.30,9.36,-0.13,-0.13,0.00,-9.25,-2.25,-53.50
252075.37484169006,2.60,-1.29,9.33,0.00,0.00,-0.13,-8.88,-3.00,-53.50
252392.76456832886,2.58,-1.32,9.36,-0.13,0.00,0.06,-8.50,-3.38,-53.50
252709.73110198975,2.58,-1.32,9.38,0.06,0.00,0.06,-8.50,-3.00,-53.88
253028.0168056488,2.58,-1.30,9.34,-0.06,-0.06,0.06,-8.06,-4.06,-54.25
253344.9466228485,2.58,-1.31,9.35,-0.06,0.06,0.06,-8.50,-3.75,-53.06
253662.84322738647,2.57,-1.30,9.39,0.13,0.06,0.06,-8.50,-2.25,-53.50
253980.41605949402,2.59,-1.32,9.35,0.13,0.00,-0.06,-8.50,-3.38,-51.88
254298.5918521881,2.58,-1.30,9.36,-0.06,0.00,0.06,-8.50,-4.50,-52.75
254616.89233779907,2.59,-1.30,9.35,0.06,-0.13,0.06,-8.50,-2.25,-53.50
254934.43632125854,2.59,-1.31,9.35,-0.06,0.00,-0.06,-9.25,-4.06,-52.25
255252.2964477539,2.58,-1.30,9.35,-0.13,0.00,-0.06,-8.88,-3.38,-52.69
255572.11995124817,2.57,-1.30,9.35,0.00,-0.19,0.13,-8.88,-2.56,-53.06
255890.94352722168,2.59,-1.29,9.34,0.00,-0.06,0.00,-8.88,-2.56,-53.88
256208.00018310547,2.57,-1.30,9.35,-0.06,-0.13,-0.06,-8.50,-3.00,-53.06
256525.72464942932,2.58,-1.31,9.36,0.00,0.13,0.06,-8.50,-3.00,-53.88
256846.26841545105,2.57,-1.33,9.37,-0.19,-0.19,-0.06,-8.50,-2.25,-51.88
257165.9026145935,2.60,-1.31,9.36,0.00,-0.13,0.06,-8.50,-3.75,-54.25
257484.69424247742,2.59,-1.31,9.37,0.00,0.06,0.06,-8.88,-3.38,-53.88
257801.7499446869,2.59,-1.30,9.35,0.06,0.06,0.06,-8.50,-3.75,-53.88
258119.89855766296,2.55,-1.30,9.36,-0.06,0.13,0.00,-8.06,-2.56,-53.06
258440.04321098328,2.58,-1.32,9.35,0.06,0.00,-0.13,-8.06,-3.75,-52.25
258756.62326812744,2.59,-1.30,9.36,-0.06,0.19,0.13,-8.50,-3.00,-52.25
259074.3899345398,2.59,-1.31,9.34,-0.13,0.00,-0.06,-8.06,-2.56,-52.25
259392.69614219666,2.60,-1.30,9.35,0.00,0.19,0.00,-8.88,-2.56,-52.25
259709.45715904236,2.58,-1.31,9.39,-0.13,0.13,-0.06,-8.06,-3.38,-53.88
260026.74841880798,2.56,-1.29,9.35,0.13,-0.06,0.06,-8.88,-3.75,-52.25
260345.22199630737,2.58,-1.32,9.35,0.13,0.00,0.06,-8.88,-4.06,-53.88
260662.13178634644,2.56,-1.31,9.35,0.00,0.06,-0.06,-8.88,-2.25,-52.69
260978.95002365112,2.57,-1.29,9.36,-0.06,-0.13,0.00,-8.06,-3.00,-52.75
261297.71208763123,2.59,-1.30,9.35,0.00,-0.13,-0.06,-8.88,-2.25,-53.06
261615.398645401,2.58,-1.31,9.35,0.00,0.00,0.06,-8.88,-3.38,-52.25
261932.78694152832,2.58,-1.30,9.34,-0.06,-0.19,0.00,-8.50,-3.38,-53.50
262251.1763572693,2.59,-1.30,9.33,-0.06,0.00,-0.06,-9.25,-2.25,-52.25
262568.62616539,2.58,-1.28,9.35,0.00,0.13,-0.13,-8.88,-4.06,-53.88
262887.1262073517,2.59,-1.28,9.36,-0.13,0.13,0.00,-8.88,-3.00,-53.88
263204.0762901306,2.58,-1.32,9.36,-0.13,0.00,0.13,-8.50,-2.25,-52.75
263522.5088596344,2.57,-1.31,9.36,0.13,-0.19,0.06,-8.06,-3.00,-51.88
263842.3218727112,2.61,-1.31,9.34,0.19,0.00,0.06,-8.88,-2.25,-53.88
264160.5851650238,2.58,-1.29,9.35,0.00,0.00,0.00,-8.50,-3.75,-52.75
264477.7684211731,2.58,-1.32,9.34,0.00,-0.06,0.13,-8.88,-2.25,-53.50
264796.67615890503,2.58,-1.30,9.35,-0.06,-0.19,-0.06,-8.06,-4.88,-52.75
265115.65351486206,2.58,-1.30,9.36,0.00,0.00,-0.06,-8.50,-1.88,-52.75
265435.3654384613,2.57,-1.29,9.36,0.00,-0.13,0.00,-8.50,-3.00,-53.06
265754.0993690491,2.56,-1.30,9.35,0.00,0.00,0.19,-8.50,-2.56,-53.06
266071.40469551086,2.58,-1.32,9.38,0.06,-0.13,-0.06,-8.88,-3.75,-53.50
266390.23423194885,2.58,-1.30,9.37,0.00,-0.13,-0.06,-8.50,-3.00,-52.75
266709.87915992737,2.58,-1.31,9.36,0.06,0.00,-0.06,-9.56,-3.00,-51.88
267026.6408920288,2.58,-1.33,9.33,0.00,0.00,0.00,-8.88,-3.38,-53.88
267343.78004074097,2.56,-1.30,9.35,0.00,0.06,-0.06,-9.25,-3.38,-52.69
267662.73021698,2.57,-1.30,9.35,0.00,-0.06,0.06,-9.25,-3.38,-53.50
267979.88176345825,2.58,-1.31,9.39,-0.13,-0.06,-0.13,-8.88,-3.00,-53.06
268297.3871231079,2.57,-1.30,9.36,-0.06,0.06,0.00,-8.06,-1.88,-53.88
268615.5676841736,2.58,-1.30,9.33,0.06,0.13,0.13,-8.06,-3.00,-53.88
268932.61098861694,2.59,-1.32,9.36,-0.06,0.00,-0.06,-8.88,-3.00,-52.25
269249.3498325348,2.58,-1.33,9.35,0.00,-0.25,0.06,-9.25,-3.00,-53.88
269568.3317184448,2.58,-1.32,9.34,0.00,-0.19,-0.13,-8.06,-3.00,-52.75
269885.0474357605,2.59,-1.30,9.34,-0.06,-0.06,-0.13,-9.25,-3.00,-53.06
270201.75790786743,2.58,-1.32,9.35,0.13,0.13,0.06,-8.06,-2.56,-52.38
270520.41721343994,2.58,-1.31,9.35,0.06,-0.06,0.00,-8.88,-2.56,-52.75
270837.7332687378,2.58,-1.31,9.36,0.06,0.25,-0.06,-8.50,-2.25,-53.50
271154.0992259979,2.58,-1.29,9.36,0.13,0.00,0.00,-8.50,-3.75,-53.06
271473.206281662,2.57,-1.30,9.34,-0.06,-0.19,-0.06,-8.50,-3.00,-51.88
271791.20540618896,2.56,-1.32,9.35,-0.13,0.13,0.00,-9.56,-3.00,-52.75
272109.3554496765,2.58,-1.32,9.37,-0.06,-0.31,0.00,-9.25,-3.00,-55.06
272426.5356063843,2.60,-1.33,9.36,0.06,-0.13,0.06,-8.50,-2.56,-53.06
