t,Ax,Ay,Az,Bx,By,Bz,h
2715.242385864258,-1,0,10,26,-158,-86,176.64
2731.1527729034424,-1,0,10,24,-160,-87,177.00
2748.0926513671875,-1,0,10,26,-150,-87,176.29
2764.1329765319824,-1,0,10,26,-155,-87,176.46
2777.0419120788574,-1,0,10,21,-153,-87,177.35
2793.027639389038,-1,0,10,19,-150,-87,177.71
2808.9561462402344,-1,0,10,19,-150,-86,177.17
2825.8867263793945,-1,0,10,29,-158,-87,177.35
2842.021703720093,-1,0,10,24,-158,-86,177.35
2855.055570602417,-1,0,10,24,-158,-87,177.00
2871.450424194336,-1,0,10,26,-150,-86,177.09
2887.4101638793945,-1,0,10,26,-160,-86,177.09
2903.444766998291,-1,0,10,26,-155,-87,176.46
2919.4459915161133,-1,0,10,29,-155,-85,176.82
2932.5404167175293,-1,0,10,24,-158,-89,177.17
2948.509693145752,-1,0,10,24,-158,-86,177.09
2965.5420780181885,-1,0,10,24,-160,-88,177.00
2981.4975261688232,-1,0,10,26,-155,-88,177.97
2997.5457191467285,-1,0,10,31,-153,-87,177.26
3013.4503841400146,-1,0,10,29,-155,-87,176.46
3026.41224861145,-1,0,10,29,-155,-88,177.71
3043.4865951538086,-1,0,10,29,-155,-87,176.82
3059.4427585601807,-1,0,10,26,-153,-89,177.09
3075.3982067108154,-1,0,10,24,-153,-87,177.35
3091.357707977295,-1,0,10,24,-155,-86,176.46
3104.320526123047,-1,0,10,24,-146,-86,176.55
3121.277332305908,-1,0,10,21,-155,-87,177.71
3137.235641479492,-1,0,10,26,-150,-87,177.35
3153.4297466278076,-1,0,10,24,-158,-87,177.09
3169.612169265747,-1,0,10,19,-155,-86,176.82
3182.5051307678223,-1,0,10,26,-148,-86,177.17
3198.4305381774902,-1,0,10,26,-153,-87,176.73
3214.6029472351074,-1,0,10,24,-155,-86,177.17
3230.6385040283203,-1,0,10,29,-148,-86,177.26
3247.575044631958,-1,0,10,24,-158,-87,177.26
3263.5762691497803,-1,0,10,21,-153,-87,177.09
3276.496648788452,-1,0,10,21,-155,-87,176.38
3292.4551963806152,-1,0,10,26,-155,-87,177.00
3308.4123134613037,-1,0,10,29,-150,-88,177.09
3325.364828109741,-1,0,10,24,-150,-86,177.09
3341.5656089782715,-1,0,10,24,-150,-87,176.38
3354.5358180999756,-1,0,10,31,-158,-87,176.11
3370.548963546753,-1,0,10,24,-153,-88,176.64
3386.5387439727783,-1,0,10,24,-155,-89,177.35
3403.4056663513184,-1,0,10,21,-155,-87,177.80
3419.361352920532,-1,0,10,31,-158,-89,177.17
3432.3604106903076,-1,0,10,19,-155,-86,176.55
3449.281692504883,-1,0,10,24,-150,-87,177.09
3465.2388095855713,-1,0,10,21,-153,-87,177.53
3481.320858001709,-1,0,10,21,-148,-86,177.00
3497.4257946014404,-1,0,10,21,-158,-86,177.17
3510.5369091033936,-1,0,10,31,-150,-87,177.26
3526.5941619873047,-1,0,10,24,-153,-88,177.17
3542.5498485565186,-1,0,10,24,-155,-87,177.17
3558.7050914764404,-1,0,10,29,-155,-87,176.29
3575.575351715088,-1,0,10,26,-153,-86,176.73
3591.5892124176025,-1,0,10,21,-155,-86,175.58
3604.626178741455,-1,0,10,21,-150,-86,178.59
3620.7356452941895,-1,0,10,24,-160,-87,177.09
3636.6941928863525,-1,0,10,24,-153,-86,177.71
3652.9200077056885,-1,0,10,21,-155,-87,177.09
3668.8668727874756,-1,0,10,31,-155,-87,177.17
3681.859254837036,-1,0,10,21,-155,-86,177.17
3697.9072093963623,-1,0,10,24,-158,-85,177.53
3714.773178100586,-1,0,10,17,-150,-88,177.88
3730.815887451172,-1,0,10,29,-146,-87,177.00
3746.7541694641113,-1,0,10,29,-150,-86,177.09
3759.652614593506,-1,0,10,26,-150,-87,177.00
3776.6335010528564,-1,0,10,19,-153,-87,177.88
3792.56272315979,-1,0,10,26,-158,-88,178.15
3808.5196018218994,-1,0,10,26,-155,-86,177.00
3824.4881629943848,-1,0,10,26,-153,-86,177.53
3837.4624252319336,-1,0,10,21,-155,-86,177.00
3854.3968200683594,-1,0,10,29,-160,-85,177.00
3870.354652404785,-1,0,10,29,-155,-86,177.00
3886.362075805664,-1,0,10,24,-155,-86,177.62
3902.355670928955,-1,0,10,24,-160,-86,177.71
3919.280767440796,-1,0,10,24,-155,-86,177.09
3932.216167449951,-1,0,10,24,-153,-86,177.00
3948.148250579834,-1,0,10,31,-155,-88,176.64
3964.1880989074707,-1,0,10,33,-155,-88,177.00
3980.145215988159,-1,0,10,29,-153,-87,177.35
3997.0641136169434,-1,0,10,26,-158,-87,177.27
4009.9806785583496,-1,0,10,19,-153,-84,177.35
4026.9687175750732,-1,0,10,21,-158,-87,176.64
4041.9774055480957,-1,0,10,24,-155,-87,176.29
4058.8512420654297,-1,0,10,24,-155,-86,176.29
4074.8589038848877,-1,0,10,19,-153,-85,176.82
4087.8002643585205,-1,0,10,26,-155,-87,176.91
4103.7304401397705,-1,0,10,24,-158,-87,176.82
4119.714021682739,-1,0,10,24,-150,-86,177.00
4136.643648147583,-1,0,10,26,-153,-86,177.27
4152.6031494140625,-1,0,10,26,-155,-87,177.00
4168.605089187622,-1,0,10,29,-155,-86,176.64
4181.522607803345,-1,0,10,24,-153,-85,176.91
4197.512626647949,-1,0,10,21,-153,-86,177.09
4214.453458786011,-1,0,10,24,-153,-86,177.71
4230.432987213135,-1,0,10,26,-153,-87,177.62
4246.356964111328,-1,0,10,21,-150,-87,176.91
4259.315490722656,-1,0,10,24,-158,-86,177.27
4275.3541469573975,-1,0,10,19,-155,-87,177.35
4292.3424243927,-1,0,10,29,-153,-87,177.62
4308.273553848267,-1,0,10,21,-155,-86,176.82
4324.2363929748535,-1,0,10,26,-150,-87,177.97
4337.257623672485,-1,0,10,29,-155,-87,177.17
4353.402614593506,-1,0,10,21,-153,-86,176.91
4370.303153991699,-1,0,10,24,-155,-84,177.00
4386.234760284424,-1,0,10,31,-155,-86,176.91
4402.279853820801,-1,0,10,21,-155,-86,176.38
4415.155410766602,-1,0,10,29,-153,-86,176.91
4431.114196777344,-1,0,10,26,-158,-86,176.47
4448.179006576538,-1,0,10,24,-158,-84,177.53
4464.184284210205,-1,0,10,26,-148,-89,176.91
4480.28826713562,-1,0,10,21,-153,-86,177.53
4496.291875839233,-1,0,10,19,-153,-87,176.82
4509.208202362061,-1,0,10,26,-158,-87,177.53
4525.215148925781,-1,0,10,21,-155,-86,176.82
4541.169166564941,-1,0,10,24,-153,-87,176.91
4558.140754699707,-1,0,10,24,-155,-88,177.17
4574.057817459106,-1,0,10,29,-155,-87,177.62
4586.999416351318,-1,0,10,31,-150,-87,177.17
4603.987455368042,-1,0,10,24,-146,-86,176.29
4619.912624359131,-1,0,10,31,-153,-87,176.73
4635.965824127197,-1,0,10,21,-155,-87,178.24
4651.921510696411,-1,0,10,26,-160,-87,176.73
4664.806365966797,-1,0,10,26,-155,-87,176.47
4681.748628616333,-1,0,10,26,-153,-89,176.91
4697.702407836914,-1,0,10,26,-158,-86,177.17
4713.7086391448975,-1,0,10,26,-146,-86,177.62
4729.703426361084,-1,0,10,26,-158,-86,178.07
4746.628761291504,-1,0,10,26,-155,-86,177.27
4759.537220001221,-1,0,10,29,-155,-88,176.11
4775.497913360596,-1,0,10,21,-150,-86,176.64
4791.5358543396,-1,0,10,24,-155,-86,176.64
4807.412147521973,-1,0,10,24,-155,-88,177.17
4824.426174163818,-1,0,10,24,-155,-87,177.53
4837.329864501953,-1,0,10,19,-150,-87,176.38
4853.289604187012,-1,0,10,26,-155,-86,177.00
4869.248390197754,-1,0,10,29,-150,-87,176.73
4885.467767715454,-1,0,10,21,-150,-86,176.64
4901.5793800354,-1,0,10,26,-153,-86,177.09
4914.76583480835,-1,0,10,29,-155,-87,176.29
4930.931091308594,-1,0,10,26,-158,-87,178.15
4946.9709396362305,-1,0,10,29,-153,-87,177.00
4963.8402462005615,-1,0,10,29,-153,-88,176.73
4979.794263839722,-1,0,10,29,-155,-86,177.36
4992.795705795288,-1,0,10,19,-148,-86,177.27
5008.718252182007,-1,0,10,26,-150,-87,176.64
5025.67195892334,-1,0,10,21,-162,-87,176.64
5041.629791259766,-1,0,10,21,-158,-86,177.27
5057.678461074829,-1,0,10,26,-150,-85,176.82
5073.938846588135,-1,0,10,26,-155,-85,177.71
5086.900949478149,-1,0,10,21,-153,-86,176.47
5102.95557975769,-1,0,10,29,-150,-86,177.89
5119.844675064087,-1,0,10,21,-146,-86,178.24
5135.778188705444,-1,0,10,29,-158,-88,176.20
5152.048587799072,-1,0,10,21,-155,-87,176.64
5164.955615997314,-1,0,10,29,-158,-87,176.64
5180.96661567688,-1,0,10,21,-160,-87,177.62
5197.003364562988,-1,0,10,21,-155,-87,177.36
5213.876962661743,-1,0,10,29,-153,-87,177.18
5229.856729507446,-1,0,10,19,-153,-86,177.18
5242.832183837891,-1,0,10,19,-155,-89,177.53
5258.7549686431885,-1,0,10,29,-153,-86,177.18
5274.799585342407,-1,0,10,21,-153,-87,177.89
5291.668891906738,-1,0,10,24,-155,-88,177.18
5307.660818099976,-1,0,10,26,-158,-86,176.64
5320.617437362671,-1,0,10,26,-158,-86,178.07
5336.547136306763,-1,0,10,26,-153,-88,176.82
5352.560520172119,-1,0,10,26,-155,-89,176.82
5369.460582733154,-1,0,10,21,-158,-86,176.56
5385.41841506958,-1,0,10,26,-155,-88,176.82
5401.468992233276,-1,0,10,26,-155,-88,177.89
5414.339542388916,-1,0,10,19,-155,-86,177.09
5431.334972381592,-1,0,10,26,-158,-88,176.29
5447.254180908203,-1,0,10,26,-160,-87,176.82
5463.208198547363,-1,0,10,24,-158,-86,177.71
5479.166746139526,-1,0,10,21,-160,-88,177.09
5492.130756378174,-1,0,10,21,-153,-87,176.82
5509.114027023315,-1,0,10,21,-158,-88,176.56
5524.388790130615,-1,0,10,26,-153,-89,177.45
5540.938854217529,-1,0,10,31,-155,-86,177.00
5557.804346084595,-1,0,10,26,-153,-87,177.18
5570.766925811768,-1,0,10,19,-155,-87,177.98
5586.723804473877,-1,0,10,26,-153,-86,177.36
5602.68235206604,-1,0,10,24,-155,-86,176.38
5618.690013885498,-1,0,10,26,-155,-86,177.80
5634.648561477661,-1,0,10,26,-155,-86,177.36
5651.630163192749,-1,0,10,24,-150,-86,177.71
5664.543867111206,-1,0,10,26,-153,-87,176.29
5680.474281311035,-1,0,10,26,-158,-88,176.65
5696.436405181885,-1,0,10,26,-153,-86,177.09
5713.387489318848,-1,0,10,29,-160,-85,176.38
5729.4323444366455,-1,0,10,24,-153,-87,177.80
5742.3083782196045,-1,0,10,24,-158,-87,177.00
5758.3253383636475,-1,0,10,26,-153,-86,177.00
5774.304389953613,-1,0,10,26,-160,-86,177.00
5791.185140609741,-1,0,10,24,-155,-89,177.36
5807.137489318848,-1,0,10,26,-153,-86,177.00
5820.128440856934,-1,0,10,29,-153,-87,177.80
5836.256980895996,-1,0,10,26,-155,-87,177.00
5852.269172668457,-1,0,10,21,-158,-88,177.00
5868.2403564453125,-1,0,10,24,-150,-86,177.89
5885.25128364563,-1,0,10,24,-160,-88,177.98
5898.162841796875,-1,0,10,29,-155,-87,178.51
5914.152383804321,-1,0,10,26,-155,-86,176.65
5930.232524871826,-1,0,10,24,-150,-86,176.91
5947.134017944336,-1,0,10,26,-155,-86,177.36
5963.1359577178955,-1,0,10,33,-155,-86,177.71
5979.1364669799805,-1,0,10,26,-153,-86,177.09
5992.012500762939,-1,0,10,24,-153,-89,176.91
6008.059740066528,-1,0,10,29,-155,-87,177.36
6023.930072784424,-1,0,10,24,-158,-86,177.71
6040.8830642700195,-1,0,10,24,-155,-88,176.56
6056.936264038086,-1,0,10,26,-155,-87,176.29
6069.805383682251,-1,0,10,26,-146,-86,176.91
6085.904598236084,-1,0,10,24,-150,-87,176.65
6102.054834365845,-1,0,10,26,-158,-87,176.91
6118.929386138916,-1,0,10,21,-153,-87,177.00
6134.958744049072,-1,0,10,26,-153,-87,177.71
6147.974252700806,-1,0,10,21,-155,-88,176.47
6164.081335067749,-1,0,10,24,-155,-87,177.71
6180.088996887207,-1,0,10,26,-160,-86,177.27
6195.9779262542725,-1,0,10,29,-153,-86,177.71
6213.173866271973,-1,0,10,19,-153,-88,176.56
6225.1410484313965,-1,0,10,24,-153,-87,177.71
6242.132663726807,-1,0,10,26,-155,-86,177.36
6258.135795593262,-1,0,10,31,-150,-89,177.62
6274.184226989746,-1,0,10,31,-158,-86,177.54
6290.074110031128,-1,0,10,24,-153,-87,176.38
6307.0080280303955,-1,0,10,21,-155,-86,177.00
6319.997310638428,-1,0,10,29,-153,-86,177.27
6335.956811904907,-1,0,10,24,-158,-87,177.27
6351.915597915649,-1,0,10,21,-155,-87,176.91
6368.875980377197,-1,0,10,24,-158,-87,177.54
6384.824752807617,-1,0,10,19,-158,-86,177.54
6397.816896438599,-1,0,10,29,-153,-87,176.83
6414.004325866699,-1,0,10,29,-155,-87,177.45
6430.011034011841,-1,0,10,21,-158,-87,176.83
6445.918083190918,-1,0,10,29,-155,-87,177.62
6462.873697280884,-1,0,10,19,-153,-87,176.74
6475.86727142334,-1,0,10,21,-155,-87,176.83
6491.797924041748,-1,0,10,21,-153,-86,177.54
6507.771253585815,-1,0,10,26,-153,-87,177.98
6523.873567581177,-1,0,10,26,-162,-87,177.01
6539.892196655273,-1,0,10,24,-150,-86,177.18
6552.833080291748,-1,0,10,21,-160,-85,176.38
6569.778680801392,-1,0,10,26,-155,-86,177.45
6585.771799087524,-1,0,10,29,-155,-84,177.54
6601.776599884033,-1,0,10,24,-160,-86,178.25
6618.650436401367,-1,0,10,24,-155,-88,177.80
6634.6986293792725,-1,0,10,26,-155,-88,176.65
6647.571563720703,-1,0,10,29,-153,-88,177.54
6663.530111312866,-1,0,10,21,-155,-86,177.54
6679.5759201049805,-1,0,10,24,-150,-86,176.83
6696.442604064941,-1,0,10,24,-158,-87,177.36
6712.458372116089,-1,0,10,19,-150,-87,176.65
6725.362300872803,-1,0,10,26,-160,-87,177.71
6741.320848464966,-1,0,10,29,-155,-87,177.36
6757.365465164185,-1,0,10,24,-158,-88,177.36
6774.232864379883,-1,0,10,26,-158,-86,177.62
6790.189981460571,-1,0,10,19,-153,-87,177.36
6803.182601928711,-1,0,10,29,-155,-86,176.74
6819.114446640015,-1,0,10,21,-153,-87,177.36
6836.102724075317,-1,0,10,21,-148,-86,177.01
6852.025508880615,-1,0,10,21,-153,-86,177.36
6868.035793304443,-1,0,10,26,-150,-87,176.65
6880.974054336548,-1,0,10,24,-158,-86,177.36
6896.904706954956,-1,0,10,26,-155,-85,177.71
6912.911415100098,-1,0,10,29,-153,-86,177.36
6928.9231300354,-1,0,10,29,-155,-85,177.01
6945.989608764648,-1,0,10,21,-158,-85,177.36
6961.9951248168945,-1,0,10,29,-158,-86,177.36
6975.07643699646,-1,0,10,29,-150,-87,176.65
6991.028308868408,-1,0,10,21,-153,-87,176.29
7006.96873664856,-1,0,10,29,-153,-87,177.62
7023.923873901367,-1,0,10,26,-155,-87,177.36
7040.0097370147705,-1,0,10,21,-155,-89,177.36
7052.892684936523,-1,0,10,19,-160,-90,177.62
7068.943977355957,-1,0,10,24,-155,-87,177.36
7085.83664894104,-1,0,10,26,-153,-87,178.07
7101.089000701904,-1,0,10,21,-150,-86,176.92
7118.0925369262695,-1,0,10,29,-155,-86,177.71
7131.076335906982,-1,0,10,29,-153,-86,178.34
7147.034168243408,-1,0,10,24,-153,-87,177.01
7163.022518157959,-1,0,10,29,-150,-87,177.18
7178.977727890015,-1,0,10,24,-158,-86,176.03
7195.883512496948,-1,0,10,29,-150,-86,177.36
7208.876609802246,-1,0,10,24,-153,-87,177.36
7224.806070327759,-1,0,10,26,-153,-87,177.27
7240.824222564697,-1,0,10,26,-160,-88,178.42
7256.814002990723,-1,0,10,26,-158,-87,176.56
7273.810386657715,-1,0,10,24,-153,-89,177.27
7289.841175079346,-1,0,10,24,-150,-88,177.54
7302.820920944214,-1,0,10,26,-153,-86,177.18
7318.747520446777,-1,0,10,26,-150,-86,177.01
7334.915399551392,-1,0,10,36,-158,-87,176.47
7350.91233253479,-1,0,10,24,-155,-86,177.98
7367.870092391968,-1,0,10,24,-158,-87,176.65
7380.833387374878,-1,0,10,24,-153,-87,176.92
7396.791458129883,-1,0,10,24,-153,-87,177.71
7412.839889526367,-1,0,10,26,-150,-87,177.98
7428.7049770355225,-1,0,10,24,-155,-87,177.36
7445.668458938599,-1,0,10,26,-150,-87,177.10
7458.624839782715,-1,0,10,26,-153,-86,178.34
7474.581956863403,-1,0,10,26,-155,-86,177.18
7490.638494491577,-1,0,10,19,-153,-87,177.81
7507.495403289795,-1,0,10,19,-158,-85,177.27
7523.514747619629,-1,0,10,21,-150,-86,176.83
7539.4651889801025,-1,0,10,26,-155,-86,177.89
7552.374601364136,-1,0,10,24,-153,-85,176.74
7568.588972091675,-1,0,10,24,-153,-85,178.07
7584.627628326416,-1,0,10,29,-158,-87,177.18
7601.7210483551025,-1,0,10,31,-153,-87,177.10
7617.736339569092,-1,0,10,26,-158,-86,177.62
7630.643129348755,-1,0,10,31,-155,-86,177.18
7646.603584289551,-1,0,10,26,-153,-86,177.54
7662.648439407349,-1,0,10,29,-155,-88,177.10
7679.514169692993,-1,0,10,29,-155,-86,177.45
7695.535898208618,-1,0,10,26,-155,-86,176.39
7708.467960357666,-1,0,10,29,-158,-88,178.25
7724.405765533447,-1,0,10,24,-150,-87,176.65
7740.408897399902,-1,0,10,31,-155,-88,177.72
7757.3065757751465,-1,0,10,24,-153,-87,177.54
7773.298978805542,-1,0,10,29,-158,-86,176.21
7786.262035369873,-1,0,10,26,-150,-85,177.01
7802.184343338013,-1,0,10,26,-160,-87,177.54
7818.211317062378,-1,0,10,31,-153,-85,177.10
7835.128545761108,-1,0,10,29,-158,-86,177.81
7851.117134094238,-1,0,10,26,-150,-87,177.01
7867.028713226318,-1,0,10,24,-155,-87,177.63
7879.9755573272705,-1,0,10,24,-153,-86,176.56
7896.9316482543945,-1,0,10,24,-153,-86,177.10
7912.912130355835,-1,0,10,26,-158,-84,177.63
7928.850412368774,-1,0,10,24,-158,-86,177.27
7944.805145263672,-1,0,10,26,-158,-86,177.01
7957.770824432373,-1,0,10,19,-158,-85,177.36
7974.7514724731445,-1,0,10,26,-150,-88,177.01
7990.68284034729,-1,0,10,31,-153,-86,177.18
8006.725788116455,-1,0,10,26,-153,-87,177.81
8023.593902587891,-1,0,10,19,-158,-89,177.36
8035.560846328735,-1,0,10,26,-155,-86,177.18
8052.544593811035,-1,0,10,24,-158,-87,177.27
8068.5014724731445,-1,0,10,26,-155,-89,176.92
8084.546327590942,-1,0,10,21,-158,-85,177.27
8101.413249969482,-1,0,10,29,-158,-86,177.27
8113.37947845459,-1,0,10,29,-150,-86,177.27
8129.42910194397,-1,0,10,26,-155,-86,176.92
8146.385431289673,-1,0,10,26,-153,-87,177.18
8162.403345108032,-1,0,10,29,-158,-85,177.36
8178.509950637817,-1,0,10,24,-150,-86,176.74
8195.449590682983,-1,0,10,21,-160,-89,177.72
8207.41581916809,-1,0,10,17,-148,-88,176.92
8223.635196685791,-1,0,10,29,-153,-86,176.39
8240.585803985596,-1,0,10,26,-153,-87,177.54
8256.544351577759,-1,0,10,26,-158,-86,178.34
8272.5830078125,-1,0,10,21,-146,-87,176.92
8285.473823547363,-1,0,10,21,-158,-87,177.54
8302.42109298706,-1,0,10,21,-155,-88,177.54
8318.37797164917,-1,0,10,24,-155,-86,177.90
8334.343433380127,-1,0,10,21,-155,-87,176.83
8350.382328033447,-1,0,10,29,-158,-87,177.63
8363.257884979248,-1,0,10,24,-158,-87,176.48
8380.211591720581,-1,0,10,26,-155,-86,176.83
8396.169900894165,-1,0,10,26,-158,-87,177.10
8412.298679351807,-1,0,10,24,-158,-87,176.66
8428.501844406128,-1,0,10,19,-160,-86,177.45
8444.577932357788,-1,0,10,24,-153,-86,177.01
8457.474946975708,-1,0,10,29,-155,-87,177.18
8473.474025726318,-1,0,10,26,-158,-86,177.01
8490.492343902588,-1,0,10,26,-158,-88,177.45
8506.417751312256,-1,0,10,26,-155,-87,176.83
8522.507190704346,-1,0,10,26,-155,-84,177.37
8535.659551620483,-1,0,10,19,-150,-86,178.25
8551.81360244751,-1,0,10,24,-158,-86,176.66
8567.866325378418,-1,0,10,24,-150,-87,177.81
8584.72728729248,-1,0,10,21,-148,-85,176.74
8600.697755813599,-1,0,10,26,-158,-86,177.01
8613.680362701416,-1,0,10,24,-160,-86,177.37
8629.609107971191,-1,0,10,24,-153,-87,176.30
8645.660161972046,-1,0,10,24,-155,-86,176.66
8662.519931793213,-1,0,10,21,-155,-86,177.01
8678.54118347168,-1,0,10,29,-150,-87,176.66
8691.47253036499,-1,0,10,26,-148,-87,176.57
8707.396745681763,-1,0,10,26,-158,-87,177.01
8723.41012954712,-1,0,10,26,-153,-86,177.37
8739.388942718506,-1,0,10,29,-153,-87,177.01
8756.422996520996,-1,0,10,21,-155,-86,177.45
8772.324085235596,-1,0,10,29,-160,-86,176.83
8785.50934791565,-1,0,10,26,-153,-86,177.90
8801.440000534058,-1,0,10,29,-155,-85,177.90
8817.399263381958,-1,0,10,26,-155,-89,177.90
8834.351539611816,-1,0,10,21,-158,-86,177.99
8850.346565246582,-1,0,10,29,-155,-86,176.83
8863.338947296143,-1,0,10,26,-153,-87,178.08
