t,Ax,Ay,Az,Bx,By,Bz,h
8879.268884658813,-1,0,10,24,-153,-86,177.10
8895.350456237793,-1,0,10,26,-158,-86,177.54
8911.308765411377,-1,0,10,29,-150,-87,176.48
8928.265810012817,-1,0,10,24,-150,-87,176.66
8941.296577453613,-1,0,10,24,-155,-87,177.72
8957.22484588623,-1,0,10,26,-158,-87,176.92
8973.263025283813,-1,0,10,24,-153,-87,176.48
8989.438533782959,-1,0,10,29,-155,-86,176.83
9006.305456161499,-1,0,10,29,-153,-87,177.72
9022.261381149292,-1,0,10,21,-153,-89,177.10
9035.228252410889,-1,0,10,24,-155,-87,177.37
9051.263332366943,-1,0,10,17,-155,-87,177.19
9067.214012145996,-1,0,10,31,-158,-87,176.83
9084.098815917969,-1,0,10,24,-150,-85,177.81
9100.068807601929,-1,0,10,24,-158,-87,176.57
9113.046169281006,-1,0,10,21,-150,-87,177.19
9129.026174545288,-1,0,10,29,-155,-86,177.72
9145.966529846191,-1,0,10,26,-153,-87,177.37
9161.890029907227,-1,0,10,29,-155,-87,177.90
9177.940130233765,-1,0,10,24,-158,-87,177.28
9190.810441970825,-1,0,10,24,-153,-85,178.25
9206.857442855835,-1,0,10,26,-158,-87,176.83
9223.723411560059,-1,0,10,24,-150,-87,177.19
9239.681005477905,-1,0,10,29,-150,-86,177.01
9255.734205245972,-1,0,10,21,-155,-87,177.19
9268.603086471558,-1,0,10,29,-150,-87,177.81
9284.560203552246,-1,0,10,29,-153,-86,177.28
9300.715446472168,-1,0,10,29,-150,-85,177.10
9317.712306976318,-1,0,10,24,-153,-87,176.92
9333.816528320312,-1,0,10,26,-150,-88,176.66
9350.008964538574,-1,0,10,24,-162,-87,177.01
9362.998485565186,-1,0,10,29,-148,-87,177.54
9378.928899765015,-1,0,10,24,-158,-88,177.54
9394.975423812866,-1,0,10,29,-153,-89,177.10
9411.97919845581,-1,0,10,26,-153,-86,177.90
9428.092956542969,-1,0,10,19,-155,-87,177.72
9440.155982971191,-1,0,10,29,-158,-86,177.81
9457.147598266602,-1,0,10,24,-158,-85,177.19
9473.163604736328,-1,0,10,26,-155,-86,177.37
9489.408493041992,-1,0,10,21,-162,-86,176.83
9505.28621673584,-1,0,10,21,-155,-87,177.54
9519.278049468994,-1,0,10,24,-160,-88,177.46
9535.234689712524,-1,0,10,21,-150,-87,177.63
9551.165342330933,-1,0,10,29,-150,-88,177.10
9567.126512527466,-1,0,10,24,-158,-84,177.37
9584.076404571533,-1,0,10,24,-153,-87,177.46
9596.056938171387,-1,0,10,21,-160,-87,177.01
9611.999988555908,-1,0,10,24,-153,-88,177.72
9628.956317901611,-1,0,10,26,-158,-87,177.19
9645.05934715271,-1,0,10,26,-158,-86,177.81
9661.083221435547,-1,0,10,24,-155,-86,177.72
9677.954196929932,-1,0,10,29,-150,-86,177.72
9690.103530883789,-1,0,10,24,-150,-87,176.39
9707.086563110352,-1,0,10,26,-153,-86,177.46
9723.016262054443,-1,0,10,26,-150,-89,177.72
9739.105701446533,-1,0,10,26,-153,-87,177.72
9755.284070968628,-1,0,10,21,-155,-86,177.37
9768.160104751587,-1,0,10,21,-150,-87,176.83
9784.170389175415,-1,0,10,29,-155,-86,177.72
9801.072597503662,-1,0,10,31,-160,-86,177.81
9817.030906677246,-1,0,10,24,-158,-86,177.10
9833.055973052979,-1,0,10,24,-153,-86,177.63
9846.083402633667,-1,0,10,21,-148,-87,176.66
9862.070560455322,-1,0,10,26,-155,-86,177.55
9878.16047668457,-1,0,10,29,-153,-87,176.92
9895.064353942871,-1,0,10,24,-148,-84,177.63
9911.07177734375,-1,0,10,26,-158,-86,177.81
9927.037000656128,-1,0,10,26,-146,-88,177.01
9940.096378326416,-1,0,10,19,-150,-86,177.72
9956.336736679077,-1,0,10,21,-160,-86,177.72
9972.20778465271,-1,0,10,19,-150,-88,177.72
9989.218711853027,-1,0,10,29,-155,-86,178.34
10005.121231079102,-1,0,10,21,-150,-87,177.55
10018.085718154907,-1,0,10,24,-160,-86,176.30
10035.04204750061,-1,0,10,26,-160,-88,177.28
10050.997495651245,-1,0,10,26,-155,-84,176.92
10067.007780075073,-1,0,10,26,-150,-87,177.55
10083.040952682495,-1,0,10,31,-158,-87,177.81
10096.160650253296,-1,0,10,26,-155,-87,177.01
10112.090826034546,-1,0,10,24,-150,-88,177.28
10128.126382827759,-1,0,10,19,-153,-87,177.72
10145.004272460938,-1,0,10,17,-153,-86,177.28
10160.96305847168,-1,0,10,24,-155,-86,176.92
10173.959016799927,-1,0,10,26,-150,-87,177.63
10189.882755279541,-1,0,10,26,-153,-86,177.63
10205.892562866211,-1,0,10,17,-150,-86,177.19
10222.901582717896,-1,0,10,24,-155,-87,177.55
10238.856315612793,-1,0,10,14,-146,-84,177.63
10254.814624786377,-1,0,10,21,-155,-87,177.72
10267.785787582397,-1,0,10,26,-155,-87,177.63
10284.73448753357,-1,0,10,21,-150,-88,177.19
10300.710916519165,-1,0,10,24,-150,-87,177.63
10316.699743270874,-1,0,10,26,-155,-88,177.72
10332.614660263062,-1,0,10,26,-158,-87,177.55
10345.571517944336,-1,0,10,26,-155,-86,177.55
10362.557888031006,-1,0,10,24,-153,-86,177.63
10378.485679626465,-1,0,10,17,-155,-88,177.55
10394.524335861206,-1,0,10,21,-150,-85,177.02
10411.396980285645,-1,0,10,24,-153,-88,177.55
10423.381328582764,-1,0,10,21,-148,-86,176.66
10440.335988998413,-1,0,10,24,-153,-87,176.12
10456.275701522827,-1,0,10,24,-153,-85,176.92
10472.409725189209,-1,0,10,21,-158,-86,176.83
10488.44027519226,-1,0,10,21,-153,-87,177.28
10505.378246307373,-1,0,10,21,-150,-86,177.55
10517.34471321106,-1,0,10,24,-153,-87,177.63
10534.326791763306,-1,0,10,29,-155,-86,176.66
10550.257444381714,-1,0,10,26,-153,-87,177.55
10566.248416900635,-1,0,10,24,-153,-87,177.90
10583.170890808105,-1,0,10,21,-153,-86,177.28
10596.133708953857,-1,0,10,21,-153,-85,177.37
10612.091779708862,-1,0,10,19,-158,-87,177.55
10628.086805343628,-1,0,10,24,-153,-86,176.31
10644.176244735718,-1,0,10,26,-155,-86,176.75
10660.293340682983,-1,0,10,24,-155,-87,176.66
10673.272132873535,-1,0,10,26,-153,-87,177.99
10689.212799072266,-1,0,10,24,-150,-88,177.55
10706.193208694458,-1,0,10,24,-150,-86,177.46
10722.215175628662,-1,0,10,21,-150,-87,177.10
10738.172054290771,-1,0,10,24,-153,-86,177.19
10755.093336105347,-1,0,10,26,-155,-86,177.55
10768.001794815063,-1,0,10,21,-153,-87,176.75
10784.249544143677,-1,0,10,26,-155,-86,177.02
10800.174951553345,-1,0,10,29,-153,-88,177.90
10816.225051879883,-1,0,10,21,-158,-87,177.55
10832.093715667725,-1,0,10,24,-148,-85,177.02
10845.05820274353,-1,0,10,21,-150,-88,177.37
10862.010717391968,-1,0,10,24,-155,-86,177.46
10877.968072891235,-1,0,10,24,-155,-87,177.46
10894.013166427612,-1,0,10,19,-150,-86,177.37
10909.96503829956,-1,0,10,26,-153,-86,177.90
10923.8440990448,-1,0,10,24,-162,-89,177.02
10939.820766448975,-1,0,10,26,-150,-87,177.90
10955.776453018188,-1,0,10,26,-150,-85,177.19
10971.995115280151,-1,0,10,21,-148,-87,177.37
10988.901138305664,-1,0,10,26,-150,-87,177.37
11003.955841064453,-1,0,10,21,-155,-86,177.37
11017.854452133179,-1,0,10,21,-150,-87,177.19
11033.987522125244,-1,0,10,26,-153,-86,177.28
11049.94249343872,-1,0,10,29,-148,-87,177.37
11065.91534614563,-1,0,10,26,-155,-87,177.90
11081.95447921753,-1,0,10,24,-150,-89,178.26
11094.823598861694,-1,0,10,21,-150,-87,177.46
11111.81616783142,-1,0,10,26,-158,-85,177.37
11127.735137939453,-1,0,10,21,-158,-88,176.93
11143.6927318573,-1,0,10,26,-153,-87,177.37
11160.650491714478,-1,0,10,24,-155,-86,177.28
11172.616481781006,-1,0,10,24,-155,-86,177.99
11189.571142196655,-1,0,10,29,-150,-86,177.28
11205.592155456543,-1,0,10,26,-155,-86,176.66
11222.482442855835,-1,0,10,31,-153,-87,178.70
11238.696098327637,-1,0,10,26,-146,-87,177.37
11250.676393508911,-1,0,10,31,-155,-86,176.93
11267.616748809814,-1,0,10,21,-150,-87,177.19
11283.574342727661,-1,0,10,19,-153,-86,176.57
11299.619436264038,-1,0,10,19,-158,-87,177.19
11315.57321548462,-1,0,10,31,-155,-86,177.19
11332.504749298096,-1,0,10,26,-155,-85,177.90
11345.435857772827,-1,0,10,26,-158,-85,177.37
11362.40005493164,-1,0,10,24,-153,-87,177.02
11377.333402633667,-1,0,10,31,-155,-87,177.02
11394.279479980469,-1,0,10,21,-158,-88,177.19
11410.236835479736,-1,0,10,29,-155,-85,177.19
11423.232316970825,-1,0,10,33,-155,-87,177.19
11439.324855804443,-1,0,10,26,-153,-86,177.90
11455.372095108032,-1,0,10,21,-155,-88,178.08
11471.243619918823,-1,0,10,29,-155,-87,177.28
11488.192796707153,-1,0,10,21,-155,-85,177.99
11501.185178756714,-1,0,10,26,-153,-87,177.37
11517.114639282227,-1,0,10,29,-150,-87,177.90
11533.179759979248,-1,0,10,26,-153,-86,177.02
11549.110651016235,-1,0,10,26,-148,-86,177.73
11566.035032272339,-1,0,10,29,-153,-87,177.02
11582.032442092896,-1,0,10,26,-153,-85,176.66
11594.972133636475,-1,0,10,21,-148,-87,177.82
11611.076593399048,-1,0,10,29,-155,-86,177.90
11626.947164535522,-1,0,10,29,-150,-86,176.93
11643.901824951172,-1,0,10,26,-158,-87,176.84
11660.128116607666,-1,0,10,24,-150,-87,177.37
11673.125505447388,-1,0,10,24,-158,-87,178.08
11689.099550247192,-1,0,10,26,-153,-88,177.37
11705.036401748657,-1,0,10,31,-150,-87,177.73
11721.990585327148,-1,0,10,21,-153,-86,177.11
11737.94937133789,-1,0,10,26,-150,-87,177.02
11750.944137573242,-1,0,10,26,-155,-88,177.73
11766.871213912964,-1,0,10,24,-153,-87,177.19
11783.06269645691,-1,0,10,21,-153,-86,176.93
11799.304246902466,-1,0,10,26,-153,-85,177.11
11815.167665481567,-1,0,10,24,-158,-88,176.31
11828.132629394531,-1,0,10,24,-158,-86,177.64
11844.328165054321,-1,0,10,26,-150,-87,176.84
11861.284255981445,-1,0,10,26,-155,-86,177.02
11877.243280410767,-1,0,10,21,-153,-86,176.66
11893.285274505615,-1,0,10,31,-153,-86,177.02
11910.15362739563,-1,0,10,29,-158,-87,177.19
11923.145055770874,-1,0,10,24,-148,-86,177.02
11939.074277877808,-1,0,10,24,-158,-84,177.02
11955.097198486328,-1,0,10,26,-158,-86,178.44
11971.073627471924,-1,0,10,29,-158,-88,177.11
11987.947463989258,-1,0,10,24,-153,-87,177.73
12000.909328460693,-1,0,10,26,-155,-86,177.37
12016.869068145752,-1,0,10,29,-160,-87,177.82
12033.087253570557,-1,0,10,21,-153,-87,177.37
12049.134492874146,-1,0,10,24,-160,-86,178.44
12065.999984741211,-1,0,10,29,-155,-89,176.93
12077.967643737793,-1,0,10,26,-158,-86,177.55
12094.95234489441,-1,0,10,24,-153,-86,177.02
12111.008882522583,-1,0,10,26,-153,-86,177.02
12127.360343933105,-1,0,10,26,-153,-86,177.73
12143.41115951538,-1,0,10,21,-153,-85,177.02
12156.280994415283,-1,0,10,31,-158,-86,177.02
12172.260999679565,-1,0,10,24,-153,-87,177.37
12189.214706420898,-1,0,10,26,-155,-87,177.73
12205.152034759521,-1,0,10,26,-155,-86,177.64
12221.392393112183,-1,0,10,24,-153,-85,177.64
12237.338542938232,-1,0,10,24,-153,-84,177.73
12250.340700149536,-1,0,10,21,-155,-87,177.99
12266.426086425781,-1,0,10,26,-158,-86,177.64
12282.6566696167,-1,0,10,24,-146,-87,177.99
12298.633098602295,-1,0,10,21,-153,-86,176.84
12315.606117248535,-1,0,10,26,-158,-89,177.90
12328.598737716675,-1,0,10,24,-158,-87,177.02
12344.528675079346,-1,0,10,24,-160,-86,178.44
12360.548734664917,-1,0,10,26,-150,-86,177.55
12376.443147659302,-1,0,10,29,-150,-85,177.20
12393.523216247559,-1,0,10,31,-148,-86,176.66
12405.630588531494,-1,0,10,21,-158,-86,177.20
12422.582864761353,-1,0,10,31,-160,-86,176.93
12438.558101654053,-1,0,10,21,-158,-89,176.93
12454.57148551941,-1,0,10,24,-158,-86,176.84
12470.638990402222,-1,0,10,24,-158,-87,177.55
12486.680030822754,-1,0,10,26,-155,-87,177.20
12500.593423843384,-1,0,10,26,-155,-87,177.11
12516.518831253052,-1,0,10,26,-153,-88,177.91
12532.554388046265,-1,0,10,21,-155,-87,177.99
12548.515796661377,-1,0,10,26,-150,-88,177.02
12565.410375595093,-1,0,10,26,-155,-86,176.84
12578.385353088379,-1,0,10,21,-158,-87,176.93
12594.311952590942,-1,0,10,17,-153,-85,177.64
12610.395193099976,-1,0,10,31,-150,-88,177.02
12626.441478729248,-1,0,10,24,-150,-86,177.37
12643.439292907715,-1,0,10,26,-155,-86,177.02
12655.40885925293,-1,0,10,29,-155,-86,177.37
12672.389507293701,-1,0,10,33,-150,-86,177.20
12688.318014144897,-1,0,10,26,-153,-86,177.28
12704.3616771698,-1,0,10,24,-153,-87,177.55
12721.23408317566,-1,0,10,26,-153,-86,177.46
12734.195470809937,-1,0,10,26,-158,-86,177.55
12750.152587890625,-1,0,10,29,-150,-87,177.46
12766.12377166748,-1,0,10,26,-153,-87,177.46
12782.120704650879,-1,0,10,24,-153,-88,177.11
12798.145055770874,-1,0,10,29,-155,-87,177.73
12814.128160476685,-1,0,10,24,-158,-86,177.20
12828.120231628418,-1,0,10,17,-160,-87,176.84
12844.1481590271,-1,0,10,26,-150,-87,177.55
12860.341310501099,-1,0,10,24,-150,-87,177.46
12876.523971557617,-1,0,10,26,-153,-87,177.46
12892.391443252563,-1,0,10,21,-153,-87,177.91
12905.354738235474,-1,0,10,31,-155,-86,177.82
12922.337055206299,-1,0,10,31,-148,-86,177.46
12938.268899917603,-1,0,10,24,-153,-87,177.46
12954.31399345398,-1,0,10,31,-153,-86,177.29
12970.460891723633,-1,0,10,26,-155,-87,177.82
12983.370304107666,-1,0,10,31,-148,-87,176.66
12999.440670013428,-1,0,10,26,-153,-87,177.02
13016.427755355835,-1,0,10,26,-153,-87,177.46
13032.352685928345,-1,0,10,26,-155,-87,177.20
13048.314332962036,-1,0,10,26,-153,-89,177.73
13064.299583435059,-1,0,10,26,-153,-87,177.73
13077.253103256226,-1,0,10,33,-155,-86,177.37
13094.217538833618,-1,0,10,17,-155,-89,176.66
13110.146045684814,-1,0,10,26,-148,-86,177.46
13126.193523406982,-1,0,10,29,-155,-85,177.02
13142.329216003418,-1,0,10,21,-153,-86,177.46
13155.422449111938,-1,0,10,26,-155,-87,177.46
13171.509504318237,-1,0,10,17,-153,-86,177.37
13187.698125839233,-1,0,10,24,-155,-86,177.73
13203.707218170166,-1,0,10,24,-158,-86,177.11
13220.617532730103,-1,0,10,26,-146,-86,177.73
13233.610391616821,-1,0,10,24,-155,-86,177.37
13249.542474746704,-1,0,10,31,-158,-88,177.02
13265.558958053589,-1,0,10,29,-155,-88,177.37
13282.453060150146,-1,0,10,24,-158,-86,177.73
13298.475503921509,-1,0,10,21,-153,-87,177.55
13311.402559280396,-1,0,10,29,-153,-84,178.44
13327.463388442993,-1,0,10,26,-153,-87,177.37
13343.472242355347,-1,0,10,26,-158,-87,177.37
13359.596729278564,-1,0,10,29,-155,-87,177.37
13375.599384307861,-1,0,10,29,-155,-86,177.37
13392.628192901611,-1,0,10,26,-160,-85,177.37
13405.535459518433,-1,0,10,21,-153,-86,176.66
13421.466588973999,-1,0,10,21,-155,-86,176.40
13437.462329864502,-1,0,10,29,-153,-86,177.37
13454.38003540039,-1,0,10,26,-150,-87,177.73
13470.422983169556,-1,0,10,31,-150,-86,177.91
13483.332633972168,-1,0,10,24,-153,-87,176.66
13499.328136444092,-1,0,10,29,-153,-88,177.64
13515.224695205688,-1,0,10,24,-155,-87,177.02
13532.171726226807,-1,0,10,26,-155,-87,176.93
13548.130750656128,-1,0,10,21,-153,-87,176.49
13561.091661453247,-1,0,10,26,-153,-87,177.37
13577.049255371094,-1,0,10,24,-150,-87,177.37
13593.225955963135,-1,0,10,29,-153,-87,178.09
13609.353065490723,-1,0,10,21,-150,-86,177.73
13626.387119293213,-1,0,10,26,-155,-86,177.55
13642.388582229614,-1,0,10,26,-153,-87,177.20
13655.479431152344,-1,0,10,29,-155,-87,176.84
13671.43702507019,-1,0,10,33,-153,-87,177.02
13687.66736984253,-1,0,10,19,-150,-87,177.29
13703.701496124268,-1,0,10,19,-153,-89,177.55
13720.566511154175,-1,0,10,24,-155,-89,177.11
13732.536792755127,-1,0,10,19,-153,-87,177.20
13749.488830566406,-1,0,10,21,-153,-87,177.73
13765.446901321411,-1,0,10,24,-158,-87,177.20
13781.489133834839,-1,0,10,24,-155,-87,177.20
13798.356294631958,-1,0,10,29,-153,-86,177.20
13810.325145721436,-1,0,10,21,-150,-86,177.73
13827.280759811401,-1,0,10,29,-153,-87,177.55
13843.2936668396,-1,0,10,24,-150,-88,177.11
13859.277486801147,-1,0,10,29,-158,-86,177.20
13876.150369644165,-1,0,10,29,-148,-85,177.20
13888.116836547852,-1,0,10,21,-150,-87,178.00
13905.070781707764,-1,0,10,26,-153,-86,177.02
13921.030521392822,-1,0,10,26,-158,-86,177.82
13937.072038650513,-1,0,10,21,-155,-87,177.20
13953.944683074951,-1,0,10,26,-155,-89,177.20
13969.913959503174,-1,0,10,26,-150,-86,177.20
13982.895135879517,-1,0,10,29,-155,-86,177.47
13998.82173538208,-1,0,10,19,-150,-87,176.49
14014.82343673706,-1,0,10,21,-153,-87,178.00
14031.734943389893,-1,0,10,26,-153,-87,177.47
14047.689199447632,-1,0,10,24,-153,-87,177.11
14060.684204101562,-1,0,10,31,-153,-88,177.37
14077.609539031982,-1,0,10,29,-148,-87,177.55
14093.59622001648,-1,0,10,26,-150,-88,176.84
14109.524250030518,-1,0,10,24,-160,-87,177.20
14125.48303604126,-1,0,10,29,-155,-87,176.76
14138.473987579346,-1,0,10,24,-158,-87,177.55
14154.535293579102,-1,0,10,26,-155,-89,177.47
14170.661687850952,-1,0,10,29,-155,-86,176.49
14186.660289764404,-1,0,10,19,-158,-87,177.55
14203.62114906311,-1,0,10,26,-153,-87,177.91
14219.632625579834,-1,0,10,26,-162,-87,176.49
14232.757329940796,-1,0,10,26,-153,-87,176.84
14248.734951019287,-1,0,10,26,-155,-87,177.55
14264.76502418518,-1,0,10,19,-146,-87,177.73
14280.62915802002,-1,0,10,29,-155,-85,178.00
14297.778129577637,-1,0,10,31,-153,-86,177.47
14310.656547546387,-1,0,10,21,-153,-86,177.47
14326.613426208496,-1,0,10,26,-153,-87,177.11
14342.825889587402,-1,0,10,26,-158,-87,177.82
14358.868598937988,-1,0,10,24,-155,-87,177.11
14375.7963180542,-1,0,10,24,-150,-89,177.55
14388.75675201416,-1,0,10,31,-155,-86,177.20
14404.71625328064,-1,0,10,24,-155,-86,177.20
14420.756816864014,-1,0,10,29,-153,-87,177.82
14436.705350875854,-1,0,10,24,-153,-87,177.73
14453.790664672852,-1,0,10,29,-150,-87,177.73
14465.756177902222,-1,0,10,29,-153,-87,177.38
14482.759952545166,-1,0,10,29,-153,-89,177.11
14498.77667427063,-1,0,10,33,-158,-86,177.11
14514.78886604309,-1,0,10,19,-153,-88,177.82
14530.7457447052,-1,0,10,24,-158,-87,176.76
14547.658443450928,-1,0,10,24,-158,-87,177.55
14560.631036758423,-1,0,10,24,-155,-86,177.91
14576.574325561523,-1,0,10,29,-150,-87,177.47
14592.774868011475,-1,0,10,26,-153,-86,177.73
14608.81781578064,-1,0,10,21,-162,-86,177.02
14625.690460205078,-1,0,10,24,-150,-89,178.44
14638.678789138794,-1,0,10,29,-158,-87,177.02
14654.60991859436,-1,0,10,26,-158,-87,177.47
14670.565605163574,-1,0,10,26,-153,-85,177.47
14686.533689498901,-1,0,10,29,-158,-87,177.47
14703.65595817566,-1,0,10,26,-153,-86,177.02
14715.628623962402,-1,0,10,24,-155,-86,177.02
14731.623649597168,-1,0,10,24,-150,-87,178.09
14748.580694198608,-1,0,10,24,-153,-87,177.38
14764.638662338257,-1,0,10,26,-150,-86,177.02
14780.538320541382,-1,0,10,26,-158,-86,177.02
14796.547651290894,-1,0,10,24,-150,-86,177.02
14810.51254272461,-1,0,10,26,-153,-86,177.73
14826.46894454956,-1,0,10,21,-153,-86,177.73
14842.624425888062,-1,0,10,29,-155,-85,177.38
14858.659982681274,-1,0,10,26,-150,-86,177.38
14874.704360961914,-1,0,10,19,-158,-87,177.73
14887.573957443237,-1,0,10,29,-148,-87,177.73
14903.793573379517,-1,0,10,26,-155,-86,177.02
14921.040534973145,-1,0,10,24,-153,-87,178.44
14936.09619140625,-1,0,10,26,-148,-87,177.02
14953.235626220703,-1,0,10,21,-153,-87,177.20
14966.13883972168,-1,0,10,24,-150,-86,177.38
14982.23900794983,-1,0,10,26,-150,-86,177.73
14998.197078704834,-1,0,10,24,-150,-89,177.73
15014.242172241211,-1,0,10,31,-153,-87,177.02
15031.372785568237,-1,0,10,29,-153,-86,177.38
15043.339729309082,-1,0,10,19,-155,-85,177.38
15059.295892715454,-1,0,10,21,-153,-86,177.73
15076.270341873169,-1,0,10,24,-148,-89,177.38
15092.482566833496,-1,0,10,26,-153,-86,176.93
15108.515501022339,-1,0,10,21,-150,-87,177.11
15125.394582748413,-1,0,10,26,-158,-87,178.17
15137.361764907837,-1,0,10,31,-153,-86,177.82
15154.61540222168,-1,0,10,19,-155,-87,177.02
15170.544385910034,-1,0,10,24,-148,-86,177.64
15186.504364013672,-1,0,10,24,-153,-86,177.20
15202.524423599243,-1,0,10,21,-153,-85,177.64
15215.543508529663,-1,0,10,24,-155,-85,177.56
15231.603622436523,-1,0,10,21,-155,-86,177.73
15247.64895439148,-1,0,10,21,-155,-86,177.73
15264.628648757935,-1,0,10,19,-155,-86,176.76
15280.585527420044,-1,0,10,21,-153,-86,176.14
15293.580532073975,-1,0,10,29,-148,-86,177.38
15309.50951576233,-1,0,10,24,-158,-87,177.73
15326.491355895996,-1,0,10,26,-150,-89,177.73
15342.42057800293,-1,0,10,21,-150,-86,177.73
15358.452796936035,-1,0,10,29,-150,-89,176.85
15374.44019317627,-1,0,10,26,-153,-86,177.73
15387.311935424805,-1,0,10,26,-150,-87,177.38
15404.26778793335,-1,0,10,24,-153,-86,177.56
15420.2241897583,-1,0,10,26,-155,-86,176.93
15436.272144317627,-1,0,10,26,-153,-87,177.20
15452.22806930542,-1,0,10,29,-150,-88,176.85
15465.12508392334,-1,0,10,26,-150,-86,177.73
15482.080459594727,-1,0,10,29,-155,-86,177.56
15498.059511184692,-1,0,10,24,-155,-86,177.56
15514.088153839111,-1,0,10,24,-160,-86,177.56
15530.950784683228,-1,0,10,26,-158,-87,177.64
15542.91820526123,-1,0,10,26,-158,-89,177.47
15559.873819351196,-1,0,10,26,-148,-86,177.56
15575.833559036255,-1,0,10,29,-146,-86,177.56
15591.790914535522,-1,0,10,21,-148,-87,178.09
15608.745336532593,-1,0,10,21,-158,-87,177.56
15620.70918083191,-1,0,10,24,-150,-86,176.14
15637.685775756836,-1,0,10,29,-153,-86,178.27
15653.624296188354,-1,0,10,24,-155,-87,177.56
15669.67749595642,-1,0,10,21,-153,-86,177.29
15686.535120010376,-1,0,10,29,-153,-85,177.56
15702.557802200317,-1,0,10,21,-155,-86,177.20
15715.483665466309,-1,0,10,24,-155,-86,178.35
15731.477975845337,-1,0,10,26,-150,-86,178.00
15747.37286567688,-1,0,10,26,-153,-86,177.20
15763.73028755188,-1,0,10,31,-153,-87,176.93
15780.59196472168,-1,0,10,21,-153,-85,177.20
15792.70625114441,-1,0,10,24,-153,-87,176.67
15809.646606445312,-1,0,10,26,-155,-85,177.56
15825.605154037476,-1,0,10,24,-153,-86,177.02
15841.859102249146,-1,0,10,26,-153,-87,176.76
15858.725547790527,-1,0,10,24,-155,-86,177.47
15870.705604553223,-1,0,10,24,-158,-88,177.38
15887.648582458496,-1,0,10,29,-153,-87,177.73
15903.733253479004,-1,0,10,21,-155,-86,176.58
15919.73876953125,-1,0,10,26,-150,-86,177.91
15935.805797576904,-1,0,10,21,-153,-87,176.93
15948.776721954346,-1,0,10,21,-155,-86,177.47
15964.706182479858,-1,0,10,26,-155,-87,177.47
15981.691360473633,-1,0,10,21,-153,-89,177.56
15997.702598571777,-1,0,10,29,-153,-87,177.73
16013.575553894043,-1,0,10,31,-148,-85,177.38
16029.757022857666,-1,0,10,29,-155,-86,177.02
16042.690515518188,-1,0,10,21,-155,-87,177.38
16058.68911743164,-1,0,10,24,-160,-86,176.67
16075.600862503052,-1,0,10,24,-153,-88,176.76
16091.65096282959,-1,0,10,29,-150,-87,177.38
16107.51485824585,-1,0,10,26,-150,-86,177.82
16120.487928390503,-1,0,10,24,-153,-86,177.38
16137.467861175537,-1,0,10,24,-158,-89,177.47
16153.39469909668,-1,0,10,31,-150,-88,177.38
16169.413089752197,-1,0,10,29,-153,-85,177.21
16186.305046081543,-1,0,10,24,-155,-86,177.11
16198.276996612549,-1,0,10,26,-153,-85,177.29
16215.245723724365,-1,0,10,24,-155,-87,177.56
16231.183528900146,-1,0,10,24,-150,-86,177.38
16247.156143188477,-1,0,10,17,-158,-86,177.21
16264.0962600708,-1,0,10,24,-158,-87,178.00
16280.12204170227,-1,0,10,26,-148,-87,177.47
16293.047189712524,-1,0,10,26,-150,-87,178.09
16308.977127075195,-1,0,10,19,-150,-87,177.29
16325.022220611572,-1,0,10,21,-150,-88,177.38
16341.228246688843,-1,0,10,26,-155,-86,177.38
16357.186079025269,-1,0,10,26,-153,-87,177.73
16371.089220046997,-1,0,10,33,-153,-87,177.73
16387.017488479614,-1,0,10,29,-155,-89,177.65
16403.04923057556,-1,0,10,29,-160,-86,177.20
16418.94841194153,-1,0,10,21,-158,-87,177.29
16435.887098312378,-1,0,10,31,-153,-86,177.38
16447.855710983276,-1,0,10,24,-158,-87,177.38
16464.809894561768,-1,0,10,24,-153,-87,177.38
16480.854988098145,-1,0,10,24,-155,-87,176.85
16496.724128723145,-1,0,10,24,-148,-86,176.85
16513.742923736572,-1,0,10,24,-153,-86,177.29
16526.675701141357,-1,0,10,21,-150,-87,177.12
16542.617797851562,-1,0,10,31,-155,-86,177.21
16558.613061904907,-1,0,10,26,-155,-85,177.38
16574.671030044556,-1,0,10,24,-150,-87,177.38
16591.57419204712,-1,0,10,26,-148,-89,177.21
16607.580184936523,-1,0,10,19,-153,-86,177.91
16620.497226715088,-1,0,10,21,-158,-86,177.73
16636.564254760742,-1,0,10,21,-160,-87,177.21
16652.641773223877,-1,0,10,26,-150,-87,177.65
16669.508695602417,-1,0,10,19,-155,-88,177.91
16685.610055923462,-1,0,10,21,-158,-88,177.21
16698.49920272827,-1,0,10,29,-155,-86,177.56
16714.47443962097,-1,0,10,24,-148,-85,177.29
16730.388164520264,-1,0,10,24,-153,-85,176.85
16747.343063354492,-1,0,10,24,-153,-87,176.49
16763.39364051819,-1,0,10,33,-150,-88,177.12
16776.427268981934,-1,0,10,21,-143,-86,177.02
16792.537689208984,-1,0,10,26,-146,-87,177.12
16808.480978012085,-1,0,10,26,-148,-87,176.85
16824.44477081299,-1,0,10,24,-155,-87,176.93
16841.38798713684,-1,0,10,24,-150,-86,177.21
16857.344150543213,-1,0,10,26,-153,-86,176.58
16870.59760093689,-1,0,10,26,-155,-85,177.83
16886.524438858032,-1,0,10,26,-158,-86,177.21
